Code;Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA
283.00;Cho'Gath;Tank;MID;C;47.79;-2.77;0.50;0.54;0.03;0.08;2.40
284.00;Corki;Marksman;MID;A;47.77;-2.79;0.50;0.54;0.03;0.08;2.40
285.00;Darius;Fighter;TOP;God;47.76;-2.80;0.50;0.54;0.03;0.08;2.40
286.00;Diana;Fighter;JUNGLE;God;47.75;-2.82;0.50;0.54;0.03;0.08;2.40
287.00;Diana;Fighter;MID;A;47.73;-2.83;0.50;0.54;0.03;0.08;2.40
288.00;Dr. Mundo;Marksman;TOP;S;47.72;-2.85;0.50;0.54;0.03;0.08;2.40
289.00;Draven;Fighter;ADC;B;47.71;-2.86;0.50;0.54;0.03;0.09;2.40
290.00;Ekko;Assassin;JUNGLE;A;47.69;-2.88;0.50;0.54;0.03;0.09;2.40
291.00;Ekko;Assassin;MID;A;47.68;-2.89;0.50;0.54;0.03;0.09;2.40
292.00;Elise;Mage;JUNGLE;B;47.67;-2.91;0.50;0.54;0.03;0.09;2.40
293.00;Evelynn;Assassin;JUNGLE;A;47.65;-2.92;0.50;0.53;0.03;0.09;2.40
294.00;Ezreal;Marksman;ADC;God;47.64;-2.94;0.50;0.53;0.03;0.09;2.40
295.00;Fiddlesticks;Mage;JUNGLE;B;47.63;-2.95;0.50;0.53;0.03;0.09;2.40
296.00;Fiora;Fighter;TOP;S;47.61;-2.97;0.50;0.53;0.03;0.09;2.40
297.00;Fizz;Assassin;MID;A;47.60;-2.98;0.50;0.53;0.03;0.09;2.40
298.00;Galio;Tank;MID;A;47.59;-3.00;0.50;0.53;0.03;0.09;2.40
299.00;Galio;Tank;SUPPORT;C;47.57;-3.01;0.50;0.53;0.03;0.09;2.40
300.00;Gangplank;Fighter;TOP;S;47.56;-3.03;0.50;0.53;0.03;0.09;2.40
301.00;Gangplank;Fighter;MID;C;47.55;-3.04;0.50;0.53;0.03;0.09;2.40
302.00;Aatrox;Fighter;TOP;A;47.53;-3.06;0.50;0.53;0.03;0.09;2.40
303.00;Ahri;Mage;MID;A;47.52;-3.07;0.50;0.53;0.03;0.09;2.40
304.00;Akali;Assassin;MID;S;47.51;-3.09;0.50;0.53;0.03;0.09;2.41
305.00;Akali;Assassin;TOP;A;47.49;-3.10;0.50;0.53;0.03;0.09;2.41
306.00;Akshan;Marksman;MID;S;47.48;-3.12;0.50;0.53;0.03;0.09;2.41
307.00;Akshan;Marksman;TOP;A;47.47;-3.13;0.50;0.53;0.03;0.09;2.41
308.00;Alistar;Tank;SUPPORT;B;47.45;-3.15;0.50;0.53;0.03;0.09;2.41
309.00;Amumu;Tank;JUNGLE;B;47.44;-3.16;0.50;0.53;0.03;0.09;2.41
310.00;Amumu;Tank;SUPPORT;C;47.43;-3.18;0.50;0.52;0.03;0.09;2.41
311.00;Aatrox;Fighter;TOP;A;47.41;-3.19;0.50;0.52;0.03;0.09;2.41
312.00;Ahri;Mage;MID;A;47.40;-3.21;0.50;0.52;0.03;0.09;2.41
313.00;Akali;Assassin;MID;S;47.39;-3.22;0.50;0.52;0.03;0.09;2.41
314.00;Akali;Assassin;TOP;A;47.37;-3.24;0.50;0.52;0.03;0.09;2.41
315.00;Akshan;Marksman;MID;S;47.36;-3.25;0.50;0.52;0.03;0.09;2.41
316.00;Akshan;Marksman;TOP;A;47.35;-3.27;0.50;0.52;0.03;0.09;2.41
317.00;Alistar;Tank;SUPPORT;B;47.33;-3.28;0.50;0.52;0.03;0.09;2.41
318.00;Amumu;Tank;JUNGLE;B;47.32;-3.30;0.50;0.52;0.03;0.09;2.41
319.00;Amumu;Tank;SUPPORT;C;47.31;-3.31;0.50;0.52;0.03;0.09;2.41
320.00;Anivia;Mage;MID;A;47.29;-3.33;0.50;0.52;0.03;0.09;2.41
321.00;Anivia;Mage;SUPPORT;D;47.28;-3.34;0.50;0.52;0.03;0.09;2.41
322.00;Annie;Mage;MID;A;47.27;-3.36;0.50;0.52;0.03;0.09;2.41
323.00;Aphelios;Marksman;ADC;C;47.25;-3.37;0.50;0.52;0.03;0.09;2.41
324.00;Ashe;Marksman;ADC;B;47.24;-3.39;0.50;0.52;0.03;0.09;2.41
325.00;Aurelion Sol;Mage;MID;B;47.23;-3.40;0.50;0.52;0.03;0.09;2.41
326.00;Azir;Mage;MID;D;47.21;-3.42;0.50;0.51;0.03;0.09;2.41
327.00;Bard;Support;SUPPORT;A;47.20;-3.43;0.50;0.51;0.03;0.09;2.41
328.00;Blitzcrank;Tank;SUPPORT;S;47.19;-3.45;0.50;0.51;0.03;0.09;2.41
329.00;Brand;Mage;SUPPORT;B;47.17;-3.46;0.50;0.51;0.03;0.09;2.41
330.00;Brand;Mage;MID;B;47.16;-3.48;0.50;0.51;0.03;0.09;2.42
331.00;Braum;Support;SUPPORT;A;47.15;-3.49;0.50;0.51;0.03;0.09;2.42
332.00;Caitlyn;Marksman;ADC;God;47.13;-3.51;0.50;0.51;0.03;0.09;2.42
333.00;Camille;Fighter;TOP;God;47.12;-3.52;0.50;0.51;0.03;0.09;2.42
334.00;Cassiopeia;Mage;MID;B;47.11;-3.54;0.50;0.51;0.03;0.09;2.42
335.00;Cassiopeia;Mage;TOP;D;47.09;-3.55;0.50;0.51;0.03;0.09;2.42
336.00;Cho'Gath;Tank;TOP;A;47.08;-3.57;0.50;0.51;0.03;0.09;2.42
337.00;Cho'Gath;Tank;MID;C;47.07;-3.58;0.50;0.51;0.03;0.09;2.42
338.00;Corki;Marksman;MID;A;47.05;-3.60;0.50;0.51;0.03;0.09;2.42
339.00;Darius;Fighter;TOP;God;47.04;-3.61;0.50;0.51;0.03;0.09;2.42
340.00;Diana;Fighter;JUNGLE;God;47.03;-3.63;0.50;0.51;0.03;0.09;2.42
341.00;Diana;Fighter;MID;A;47.01;-3.64;0.50;0.51;0.03;0.09;2.42
342.00;Dr. Mundo;Marksman;TOP;S;47.00;-3.66;0.50;0.51;0.03;0.09;2.42
343.00;Draven;Fighter;ADC;B;46.99;-3.67;0.50;0.50;0.03;0.09;2.42
344.00;Ekko;Assassin;JUNGLE;A;46.97;-3.69;0.50;0.50;0.03;0.09;2.42
345.00;Ekko;Assassin;MID;A;46.96;-3.70;0.50;0.50;0.03;0.09;2.42
346.00;Elise;Mage;JUNGLE;B;46.95;-3.72;0.50;0.50;0.03;0.09;2.42
347.00;Evelynn;Assassin;JUNGLE;A;46.93;-3.73;0.50;0.50;0.03;0.09;2.42
348.00;Ezreal;Marksman;ADC;God;46.92;-3.75;0.50;0.50;0.03;0.09;2.42
349.00;Fiddlesticks;Mage;JUNGLE;B;46.91;-3.76;0.50;0.50;0.03;0.09;2.42
350.00;Fiora;Fighter;TOP;S;46.89;-3.78;0.50;0.50;0.03;0.09;2.42
351.00;Fizz;Assassin;MID;A;46.88;-3.79;0.50;0.50;0.03;0.09;2.42
352.00;Galio;Tank;MID;A;46.87;-3.81;0.50;0.50;0.03;0.09;2.42
353.00;Galio;Tank;SUPPORT;C;46.85;-3.83;0.50;0.50;0.03;0.09;2.42
354.00;Gangplank;Fighter;TOP;S;46.84;-3.84;0.50;0.50;0.03;0.09;2.42
355.00;Gangplank;Fighter;MID;C;46.83;-3.86;0.50;0.50;0.03;0.10;2.43
356.00;Garen;Fighter;TOP;S;46.81;-3.87;0.50;0.50;0.03;0.10;2.43
357.00;Gnar;Fighter;TOP;A;46.80;-3.89;0.50;0.50;0.03;0.10;2.43
358.00;Gragas;Fighter;TOP;C;46.79;-3.90;0.50;0.50;0.03;0.10;2.43
359.00;Gragas;Fighter;JUNGLE;C;46.77;-3.92;0.50;0.49;0.03;0.10;2.43
360.00;Gragas;Fighter;SUPPORT;D;46.76;-3.93;0.50;0.49;0.03;0.10;2.43
361.00;Graves;Marksman;JUNGLE;S;46.75;-3.95;0.50;0.49;0.03;0.10;2.43
362.00;Graves;Marksman;TOP;B;46.73;-3.96;0.50;0.49;0.03;0.10;2.43
363.00;Gwen;Fighter;TOP;A;46.72;-3.98;0.50;0.49;0.03;0.10;2.43
364.00;Gwen;Fighter;JUNGLE;C;46.71;-3.99;0.50;0.49;0.03;0.10;2.43
365.00;Hecarim;Fighter;JUNGLE;S;46.69;-4.01;0.50;0.49;0.03;0.10;2.43
366.00;Heimerdinger;Mage;MID;C;46.68;-4.02;0.50;0.49;0.03;0.10;2.43
367.00;Heimerdinger;Mage;ADC;C;46.67;-4.04;0.50;0.49;0.03;0.10;2.43
368.00;Heimerdinger;Mage;SUPPORT;C;46.65;-4.05;0.50;0.49;0.03;0.10;2.43
369.00;Heimerdinger;Mage;TOP;D;46.64;-4.07;0.50;0.49;0.03;0.10;2.43
370.00;Illaoi;Fighter;TOP;C;46.63;-4.08;0.50;0.49;0.03;0.10;2.43
371.00;Irelia;Fighter;TOP;God;46.61;-4.10;0.50;0.49;0.03;0.10;2.43
372.00;Irelia;Fighter;MID;A;46.60;-4.11;0.50;0.49;0.03;0.10;2.43
373.00;Ivern;Support;JUNGLE;C;46.59;-4.13;0.50;0.49;0.03;0.10;2.43
374.00;Janna;Support;SUPPORT;A;46.57;-4.14;0.50;0.49;0.03;0.10;2.43
375.00;Jarvan IV;Tank;JUNGLE;A;46.56;-4.16;0.50;0.49;0.03;0.10;2.43
376.00;Jax;Fighter;TOP;God;46.55;-4.17;0.50;0.48;0.03;0.10;2.43
377.00;Jax;Fighter;JUNGLE;C;46.53;-4.19;0.50;0.48;0.03;0.10;2.43
378.00;Jayce;Fighter;TOP;S;46.52;-4.20;0.50;0.48;0.03;0.10;2.43
379.00;Jayce;Fighter;MID;B;46.51;-4.22;0.50;0.48;0.03;0.10;2.43
380.00;Jhin;Marksman;ADC;God;46.50;-4.23;0.50;0.48;0.03;0.10;2.43
381.00;Jinx;Marksman;ADC;God;46.48;-4.25;0.50;0.48;0.03;0.10;2.44
382.00;Kai'Sa;Marksman;ADC;God;46.47;-4.26;0.50;0.48;0.03;0.10;2.44
383.00;Kalista;Marksman;ADC;D;46.46;-4.28;0.50;0.48;0.03;0.10;2.44
384.00;Karma;Mage;SUPPORT;S;46.44;-4.29;0.50;0.48;0.03;0.10;2.44
385.00;Karthus;Mage;ADC;B;46.43;-4.31;0.50;0.48;0.03;0.10;2.44
386.00;Karthus;Mage;MID;B;46.42;-4.32;0.50;0.48;0.03;0.10;2.44
387.00;Karthus;Mage;JUNGLE;B;46.40;-4.34;0.50;0.48;0.03;0.10;2.44
388.00;Kassadin;Assassin;MID;A;46.39;-4.35;0.50;0.48;0.03;0.10;2.44
389.00;Katarina;Assassin;MID;S;46.38;-4.37;0.50;0.48;0.03;0.10;2.44
390.00;Kayle;Fighter;TOP;A;46.36;-4.38;0.50;0.48;0.03;0.10;2.44
391.00;Kayle;Fighter;MID;B;46.35;-4.40;0.50;0.48;0.03;0.10;2.44
392.00;Kayn;Fighter;JUNGLE;S;46.34;-4.41;0.50;0.47;0.03;0.10;2.44
393.00;Kennen;Mage;MID;B;46.32;-4.43;0.50;0.47;0.03;0.10;2.44
394.00;Kennen;Mage;TOP;C;46.31;-4.44;0.50;0.47;0.03;0.10;2.44
395.00;Kha'Zix;Assassin;JUNGLE;S;46.30;-4.46;0.50;0.47;0.03;0.10;2.44
396.00;Kindred;Marksman;JUNGLE;B;46.28;-4.47;0.50;0.47;0.03;0.10;2.44
397.00;Kled;Fighter;MID;A;46.27;-4.49;0.50;0.47;0.03;0.10;2.44
398.00;Kled;Fighter;TOP;B;46.26;-4.50;0.50;0.47;0.03;0.10;2.44
399.00;Kog'Maw;Marksman;ADC;B;46.24;-4.52;0.50;0.47;0.03;0.10;2.44
400.00;LeBlanc;Assassin;MID;A;46.23;-4.53;0.50;0.47;0.03;0.10;2.44
401.00;Lee Sin;Fighter;JUNGLE;God;46.22;-4.55;0.50;0.47;0.03;0.10;2.44
402.00;Leona;Tank;SUPPORT;S;46.20;-4.56;0.50;0.47;0.03;0.10;2.44
403.00;Lillia;Fighter;JUNGLE;B;46.19;-4.58;0.50;0.47;0.03;0.10;2.44
404.00;Lillia;;TOP;D;46.18;-4.59;0.50;0.47;0.03;0.10;2.44
405.00;Lissandra;Mage;MID;A;46.16;-4.61;0.50;0.47;0.03;0.10;2.44
406.00;Lucian;Marksman;ADC;A;46.15;-4.62;0.50;0.47;0.03;0.10;2.45
407.00;Lulu;Support;SUPPORT;God;46.14;-4.64;0.50;0.47;0.03;0.10;2.45
408.00;Lux;Mage;SUPPORT;God;46.12;-4.65;0.50;0.47;0.03;0.10;2.45
409.00;Lux;Mage;MID;S;46.11;-4.67;0.50;0.46;0.03;0.10;2.45
410.00;Malphite;Tank;TOP;S;46.10;-4.68;0.50;0.46;0.03;0.10;2.45
411.00;Malphite;Tank;MID;B;46.08;-4.70;0.50;0.46;0.03;0.10;2.45
412.00;Malphite;Tank;SUPPORT;D;46.07;-4.71;0.50;0.46;0.03;0.10;2.45
413.00;Malzahar;Mage;MID;A;46.06;-4.73;0.50;0.46;0.03;0.10;2.45
414.00;Maokai;Tank;SUPPORT;B;46.04;-4.74;0.50;0.46;0.03;0.10;2.45
415.00;Maokai;Tank;TOP;D;46.03;-4.76;0.50;0.46;0.03;0.10;2.45
416.00;Master Yi;Assassin;JUNGLE;S;46.02;-4.77;0.50;0.46;0.03;0.10;2.45
417.00;Miss Fortune;Marksman;ADC;A;46.00;-4.79;0.50;0.46;0.03;0.10;2.45
418.00;Mordekaiser;Fighter;TOP;S;45.99;-4.80;0.50;0.46;0.03;0.10;2.45
419.00;Morgana;Mage;SUPPORT;S;45.98;-4.82;0.50;0.46;0.03;0.10;2.45
420.00;Nami;Support;SUPPORT;S;45.96;-4.83;0.50;0.46;0.03;0.11;2.45
421.00;Nasus;Fighter;TOP;S;45.95;-4.85;0.50;0.46;0.03;0.11;2.45
422.00;Nautilus;Tank;SUPPORT;S;45.94;-4.86;0.50;0.46;0.03;0.11;2.45
423.00;Neeko;Mage;MID;C;45.92;-4.88;0.50;0.46;0.03;0.11;2.45
424.00;Neeko;Mage;SUPPORT;D;45.91;-4.89;0.50;0.46;0.03;0.11;2.45
425.00;Nidalee;Assassin;JUNGLE;A;45.90;-4.91;0.50;0.46;0.03;0.11;2.45
426.00;Nocturne;Assassin;JUNGLE;B;45.88;-4.92;0.50;0.45;0.03;0.11;2.45
427.00;Nunu;Tank;JUNGLE;A;45.87;-4.94;0.50;0.45;0.03;0.11;2.45
428.00;Olaf;Fighter;JUNGLE;C;45.86;-4.95;0.50;0.45;0.03;0.11;2.45
429.00;Olaf;Fighter;TOP;D;45.84;-4.97;0.50;0.45;0.03;0.11;2.45
430.00;Orianna;Mage;MID;A;45.83;-4.98;0.50;0.45;0.03;0.11;2.45
431.00;Ornn;Tank;TOP;A;45.82;-5.00;0.50;0.45;0.03;0.11;2.45
432.00;Pantheon;Fighter;MID;B;45.80;-5.01;0.50;0.45;0.03;0.11;2.46
433.00;Pantheon;Fighter;SUPPORT;D;45.79;-5.03;0.50;0.45;0.03;0.11;2.46
434.00;Pantheon;Fighter;TOP;D;45.78;-5.04;0.50;0.45;0.03;0.11;2.46
435.00;Poppy;Tank;JUNGLE;B;45.76;-5.06;0.50;0.45;0.03;0.11;2.46
436.00;Poppy;Tank;TOP;B;45.75;-5.07;0.50;0.45;0.03;0.11;2.46
437.00;Pyke;Support;SUPPORT;S;45.74;-5.09;0.50;0.45;0.03;0.11;2.46
438.00;Qiyana;Assassin;MID;A;45.72;-5.10;0.50;0.45;0.03;0.11;2.46
439.00;Qiyana;Assassin;JUNGLE;B;45.71;-5.12;0.50;0.45;0.03;0.11;2.46
440.00;Quinn;Marksman;TOP;C;45.70;-5.13;0.50;0.45;0.03;0.11;2.46
441.00;Rakan;Support;SUPPORT;A;45.68;-5.15;0.50;0.45;0.03;0.11;2.46
442.00;Rammus;Tank;JUNGLE;A;45.67;-5.17;0.50;0.44;0.03;0.11;2.46
443.00;Rek'Sai;Fighter;JUNGLE;A;45.66;-5.18;0.50;0.44;0.03;0.11;2.46
444.00;Rell;Tank;SUPPORT;B;45.64;-5.20;0.50;0.44;0.03;0.11;2.46
445.00;Renekton;Fighter;TOP;A;45.63;-5.21;0.50;0.44;0.03;0.11;2.46
446.00;Renekton;Fighter;MID;B;45.62;-5.23;0.50;0.44;0.03;0.11;2.46
447.00;Rengar;Assassin;JUNGLE;B;45.60;-5.24;0.50;0.44;0.03;0.11;2.46
448.00;Rengar;Assassin;TOP;D;45.59;-5.26;0.50;0.44;0.03;0.11;2.46
449.00;Riven;Fighter;TOP;S;45.58;-5.27;0.50;0.44;0.03;0.11;2.46
450.00;Rumble;Fighter;MID;B;45.56;-5.29;0.50;0.44;0.03;0.11;2.46
451.00;Rumble;Fighter;JUNGLE;C;45.55;-5.30;0.50;0.44;0.03;0.11;2.46
452.00;Rumble;Fighter;TOP;D;45.54;-5.32;0.50;0.44;0.03;0.11;2.46
453.00;Ryze;Mage;MID;C;45.52;-5.33;0.50;0.44;0.03;0.11;2.46
454.00;Ryze;Mage;TOP;D;45.51;-5.35;0.50;0.44;0.02;0.11;2.46
455.00;Samira;Marksman;ADC;B;45.50;-5.36;0.50;0.44;0.02;0.11;2.46
456.00;Sejuani;Tank;JUNGLE;B;45.48;-5.38;0.50;0.44;0.02;0.11;2.46
457.00;Sejuani;Tank;TOP;D;45.47;-5.39;0.50;0.44;0.02;0.11;2.47
458.00;Senna;Marksman;SUPPORT;B;45.46;-5.41;0.50;0.44;0.02;0.11;2.47
459.00;Senna;Marksman;ADC;C;45.44;-5.42;0.50;0.43;0.02;0.11;2.47
460.00;Seraphine;Mage;ADC;B;45.43;-5.44;0.50;0.43;0.02;0.11;2.47
461.00;Seraphine;Mage;MID;B;45.42;-5.45;0.50;0.43;0.02;0.11;2.47
462.00;Seraphine;Mage;SUPPORT;B;45.40;-5.47;0.50;0.43;0.02;0.11;2.47
463.00;Sett;Fighter;TOP;God;45.39;-5.48;0.50;0.43;0.02;0.11;2.47
464.00;Shaco;Assassin;JUNGLE;S;45.38;-5.50;0.50;0.43;0.02;0.11;2.47
465.00;Shaco;Assassin;SUPPORT;B;45.36;-5.51;0.50;0.43;0.02;0.11;2.47
466.00;Shen;Tank;TOP;God;45.35;-5.53;0.50;0.43;0.02;0.11;2.47
467.00;Shyvana;Fighter;JUNGLE;C;45.34;-5.54;0.50;0.43;0.02;0.11;2.47
468.00;Shyvana;Fighter;TOP;D;45.32;-5.56;0.50;0.43;0.02;0.11;2.47
469.00;Singed;Tank;TOP;B;45.31;-5.57;0.50;0.43;0.02;0.11;2.47
470.00;Sion;Tank;TOP;A;45.30;-5.59;0.50;0.43;0.02;0.11;2.47
471.00;Sivir;Marksman;ADC;B;45.28;-5.60;0.50;0.43;0.02;0.11;2.47
472.00;Skarner;Fighter;JUNGLE;C;45.27;-5.62;0.50;0.43;0.02;0.11;2.47
473.00;Skarner;Fighter;TOP;D;45.26;-5.63;0.50;0.43;0.02;0.11;2.47
474.00;Sona;Support;SUPPORT;A;45.24;-5.65;0.50;0.43;0.02;0.11;2.47
475.00;Soraka;Support;SUPPORT;S;45.23;-5.66;0.50;0.42;0.02;0.11;2.47
476.00;Swain;Mage;MID;B;45.22;-5.68;0.50;0.42;0.02;0.11;2.47
477.00;Swain;Mage;ADC;B;45.20;-5.69;0.50;0.42;0.02;0.11;2.47
478.00;Swain;Mage;SUPPORT;B;45.19;-5.71;0.50;0.42;0.02;0.11;2.47
479.00;Sylas;Mage;MID;A;45.18;-5.72;0.50;0.42;0.02;0.11;2.47
480.00;Sylas;Mage;TOP;C;45.16;-5.74;0.50;0.42;0.02;0.11;2.47
481.00;Syndra;Mage;MID;A;45.15;-5.75;0.50;0.42;0.02;0.11;2.47
482.00;Tahm Kench;Support;TOP;God;45.14;-5.77;0.50;0.42;0.02;0.11;2.48
483.00;Taliyah;Mage;SUPPORT;B;45.12;-5.78;0.50;0.42;0.02;0.11;2.48
484.00;Taliyah;Mage;MID;C;45.11;-5.80;0.50;0.42;0.02;0.11;2.48
485.00;Taliyah;Mage;JUNGLE;C;45.10;-5.81;0.50;0.42;0.02;0.11;2.48
486.00;Talon;Assassin;JUNGLE;S;45.09;-5.83;0.50;0.42;0.02;0.12;2.48
487.00;Talon;Assassin;MID;B;45.07;-5.84;0.50;0.42;0.02;0.12;2.48
488.00;Taric;Support;SUPPORT;B;45.06;-5.86;0.50;0.42;0.02;0.12;2.48
489.00;Teemo;Marksman;TOP;S;45.05;-5.87;0.50;0.42;0.02;0.12;2.48
490.00;Thresh;Support;SUPPORT;S;45.03;-5.89;0.50;0.42;0.02;0.12;2.48
491.00;Tristana;Marksman;ADC;B;45.02;-5.90;0.50;0.42;0.02;0.12;2.48
492.00;Tristana;Marksman;MID;C;45.01;-5.92;0.50;0.41;0.02;0.12;2.48
493.00;Trundle;Fighter;JUNGLE;A;44.99;-5.93;0.50;0.41;0.02;0.12;2.48
494.00;Trundle;Fighter;TOP;B;44.98;-5.95;0.50;0.41;0.02;0.12;2.48
495.00;Tryndamere;Fighter;TOP;God;44.97;-5.96;0.50;0.41;0.02;0.12;2.48
496.00;Tryndamere;Fighter;MID;C;44.95;-5.98;0.50;0.41;0.02;0.12;2.48
497.00;Twisted Fate;Mage;MID;A;44.94;-5.99;0.50;0.41;0.02;0.12;2.48
498.00;Twitch;Marksman;ADC;A;44.93;-6.01;0.50;0.41;0.02;0.12;2.48
499.00;Udyr;Fighter;JUNGLE;C;44.91;-6.02;0.50;0.41;0.02;0.12;2.48
500.00;Urgot;Fighter;TOP;S;44.90;-6.04;0.50;0.41;0.02;0.12;2.48
501.00;Varus;Marksman;ADC;D;44.89;-6.05;0.50;0.41;0.02;0.12;2.48
502.00;Vayne;Marksman;ADC;S;44.87;-6.07;0.50;0.41;0.02;0.12;2.48
503.00;Vayne;Marksman;TOP;B;44.86;-6.08;0.50;0.41;0.02;0.12;2.48
504.00;Veigar;Mage;MID;A;44.85;-6.10;0.50;0.41;0.02;0.12;2.48
505.00;Veigar;Mage;ADC;C;44.83;-6.11;0.50;0.41;0.02;0.12;2.48
506.00;Veigar;Mage;SUPPORT;D;44.82;-6.13;0.50;0.41;0.02;0.12;2.48
507.00;Vel'Koz;Mage;MID;B;44.81;-6.14;0.50;0.41;0.02;0.12;2.48
508.00;Vel'Koz;Mage;SUPPORT;B;44.79;-6.16;0.50;0.40;0.02;0.12;2.49
509.00;Vex;Mage;MID;God;44.78;-6.17;0.50;0.40;0.02;0.12;2.49
510.00;Vex;Mage;SUPPORT;D;44.77;-6.19;0.50;0.40;0.02;0.12;2.49
511.00;Vi;Fighter;JUNGLE;A;44.75;-6.20;0.50;0.40;0.02;0.12;2.49
512.00;Viego;Assassin;JUNGLE;God;44.74;-6.22;0.50;0.40;0.02;0.12;2.49
513.00;Viktor;Mage;MID;God;44.73;-6.23;0.50;0.40;0.02;0.12;2.49
514.00;Viktor;Mage;TOP;C;44.71;-6.25;0.50;0.40;0.02;0.12;2.49
515.00;Vladimir;Mage;MID;A;44.70;-6.26;0.50;0.40;0.02;0.12;2.49
516.00;Vladimir;Mage;TOP;C;44.69;-6.28;0.50;0.40;0.02;0.12;2.49
517.00;Volibear;Fighter;JUNGLE;B;44.67;-6.29;0.50;0.40;0.02;0.12;2.49
518.00;Volibear;Fighter;TOP;D;44.66;-6.31;0.50;0.40;0.02;0.12;2.49
519.00;Warwick;Fighter;JUNGLE;A;44.65;-6.32;0.50;0.40;0.02;0.12;2.49
520.00;Warwick;Fighter;TOP;D;44.63;-6.34;0.50;0.40;0.02;0.12;2.49
521.00;Wukong;Fighter;TOP;B;44.62;-6.35;0.50;0.40;0.02;0.12;2.49
522.00;Wukong;Fighter;JUNGLE;C;44.61;-6.37;0.50;0.40;0.02;0.12;2.49
523.00;Xayah;Marksman;ADC;B;44.59;-6.38;0.50;0.40;0.02;0.12;2.49
524.00;Xerath;Mage;MID;A;44.58;-6.40;0.50;0.40;0.02;0.12;2.49
525.00;Xerath;Mage;SUPPORT;A;44.57;-6.41;0.50;0.39;0.02;0.12;2.49
526.00;Xin Zhao;Fighter;JUNGLE;A;44.55;-6.43;0.50;0.39;0.02;0.12;2.49
527.00;Yasuo;Fighter;MID;God;44.54;-6.44;0.50;0.39;0.02;0.12;2.49
528.00;Yasuo;Fighter;TOP;B;44.53;-6.46;0.50;0.39;0.02;0.12;2.49
529.00;Yasuo;Fighter;ADC;C;44.51;-6.47;0.50;0.39;0.02;0.12;2.49
530.00;Yone;Assassin;MID;S;44.50;-6.49;0.50;0.39;0.02;0.12;2.49
531.00;Yone;Assassin;TOP;S;44.49;-6.50;0.50;0.39;0.02;0.12;2.49
532.00;Yorick;Fighter;TOP;B;44.47;-6.52;0.50;0.39;0.02;0.12;2.49
533.00;Yuumi;Support;SUPPORT;God;44.46;-6.54;0.50;0.39;0.02;0.12;2.50
534.00;Zac;Tank;JUNGLE;A;44.45;-6.55;0.50;0.39;0.02;0.12;2.50
535.00;Zed;Assassin;MID;God;44.43;-6.57;0.50;0.39;0.02;0.12;2.50
536.00;Zed;Assassin;JUNGLE;A;44.42;-6.58;0.50;0.39;0.02;0.12;2.50
537.00;Ziggs;Mage;ADC;B;44.41;-6.60;0.50;0.39;0.02;0.12;2.50
538.00;Ziggs;Mage;MID;C;44.39;-6.61;0.50;0.39;0.02;0.12;2.50
539.00;Zilean;Support;MID;A;44.38;-6.63;0.50;0.39;0.02;0.12;2.50
540.00;Zilean;Support;SUPPORT;A;44.37;-6.64;0.50;0.39;0.02;0.12;2.50
541.00;Zoe;Mage;MID;A;44.35;-6.66;0.50;0.38;0.02;0.12;2.50
542.00;Zyra;Mage;SUPPORT;A;44.34;-6.67;0.50;0.38;0.02;0.12;2.50
543.00;Aatrox;Fighter;TOP;A;44.33;-6.69;0.50;0.38;0.02;0.12;2.50
544.00;Aatrox;Fighter;TOP;A;44.31;-6.70;0.50;0.38;0.02;0.12;2.50
545.00;Ahri;Mage;MID;A;44.30;-6.72;0.50;0.38;0.02;0.12;2.50
546.00;Akali;Assassin;MID;S;44.29;-6.73;0.50;0.38;0.02;0.12;2.50
547.00;Akali;Assassin;TOP;A;44.27;-6.75;0.50;0.38;0.02;0.12;2.50
548.00;Akshan;Marksman;MID;S;44.26;-6.76;0.50;0.38;0.02;0.12;2.50
549.00;Akshan;Marksman;TOP;A;44.25;-6.78;0.50;0.38;0.02;0.12;2.50
550.00;Alistar;Tank;SUPPORT;B;44.23;-6.79;0.50;0.38;0.02;0.12;2.50
551.00;Amumu;Tank;JUNGLE;B;44.22;-6.81;0.50;0.38;0.02;0.13;2.50
552.00;Amumu;Tank;SUPPORT;C;44.21;-6.82;0.50;0.38;0.02;0.13;2.50
553.00;Anivia;Mage;MID;A;44.19;-6.84;0.50;0.38;0.02;0.13;2.50
554.00;Anivia;Mage;SUPPORT;D;44.18;-6.85;0.50;0.38;0.02;0.13;2.50
555.00;Annie;Mage;MID;A;44.17;-6.87;0.50;0.38;0.02;0.13;2.50
556.00;Aphelios;Marksman;ADC;C;44.15;-6.88;0.50;0.38;0.02;0.13;2.50
557.00;Ashe;Marksman;ADC;B;44.14;-6.90;0.50;0.38;0.02;0.13;2.50
558.00;Aurelion Sol;Mage;MID;B;44.13;-6.91;0.50;0.37;0.02;0.13;2.50
559.00;Azir;Mage;MID;D;44.11;-6.93;0.50;0.37;0.02;0.13;2.51
560.00;Bard;Support;SUPPORT;A;44.10;-6.94;0.50;0.37;0.02;0.13;2.51
561.00;Blitzcrank;Tank;SUPPORT;S;44.09;-6.96;0.50;0.37;0.02;0.13;2.51
562.00;Brand;Mage;SUPPORT;B;44.07;-6.97;0.50;0.37;0.02;0.13;2.51
563.00;Brand;Mage;MID;B;44.06;-6.99;0.50;0.37;0.02;0.13;2.51
